playtime,joincount,game_interactions,tnt_ratio,grieferbool
56,36,44,12,0
35,7,383,16,1
430,11,339,29,0
7,13,404,20,1
310,6,922,17,0
44,3,405,26,1
19,17,355,15,1
514,25,667,11,0
46,12,36,29,1
48,5,488,15,1
941,24,256,16,0
12,0,148,18,1
382,25,643,26,0
520,50,443,3,0
989,19,527,4,0
29,5,500,12,1
34,19,19,14,1
17,22,661,10,0
24,0,294,18,1
30,4,67,28,1
48,12,150,25,1
22,13,303,17,1
61,37,877,23,0
686,6,920,21,0
12,19,168,26,1
74,49,697,24,0
438,26,182,28,0
288,42,843,26,0
30,14,114,29,1
231,48,180,2,0
15,6,120,25,1
7,20,333,20,1
47,3,284,10,1
3,20,495,12,1
17,0,119,23,1
49,5,194,23,1
38,11,425,20,1
3,27,920,28,0
200,24,562,3,0
830,43,420,26,0
11,8,288,27,1
35,2,342,11,1
326,49,570,3,0
2,17,392,17,1
787,5,588,11,0
231,4,30,6,0
636,30,637,18,0
44,16,246,11,1
26,18,174,25,1
46,16,91,17,1
103,2,949,19,0
143,34,734,24,0
37,17,343,19,1
65,20,388,9,0
19,0,443,16,1
1,6,376,19,1
57,17,769,6,0
752,24,742,18,0
18,15,440,13,1
937,41,349,19,0
984,14,63,30,0
796,6,621,4,0
319,44,304,17,0
206,17,868,2,0
43,18,234,18,1
861,5,834,2,0
24,0,105,21,1
938,24,605,24,0
5,12,386,10,1
639,21,238,12,0
433,28,56,17,0
21,6,217,17,1
29,1,115,26,1
439,33,213,18,0
682,23,335,29,0
906,36,11,15,0
418,49,233,17,0
19,13,19,21,1
923,25,70,13,0
322,21,612,16,0
127,15,253,9,0
585,1,734,13,0
275,8,963,19,0
7,19,228,17,1
18,12,357,29,1
24,20,53,10,1
619,34,781,4,0
46,7,449,12,1
21,20,373,22,1
5,5,34,20,1
19,7,301,29,1
6,6,277,28,1
0,18,271,21,1
448,8,694,7,0
532,4,621,4,0
38,14,452,25,1
34,18,55,19,1
46,16,255,11,1
3,18,469,26,1
84,0,698,17,0
555,12,95,0,0
8,10,13,29,1
21,6,0,28,1
940,14,480,14,0
853,6,852,22,0
569,3,10,21,0
40,14,85,27,1
21,48,477,22,0
682,43,31,4,0
287,15,176,8,0
44,8,208,18,1
21,15,63,23,1
22,9,227,18,1
37,14,114,12,1
26,19,467,26,1
35,4,236,26,1
30,1,76,26,1
743,49,356,21,0
236,23,11,23,0
0,13,250,17,1
30,1,16,14,1
658,27,595,24,0
17,9,225,29,1
439,25,692,14,0
639,28,751,23,0
13,19,326,23,1
314,17,714,8,0
756,40,696,6,0
34,6,452,19,1
219,22,328,30,0
25,19,227,26,1
0,0,251,11,1
28,1,435,21,1
447,35,539,7,0
218,30,617,10,0
617,36,218,11,0
44,16,421,15,1
22,1,117,13,1
28,6,292,26,1
9,20,260,30,1
732,39,234,5,0
19,12,65,30,1
3,8,168,24,1
9,19,411,15,1
12,17,309,27,1
708,27,759,4,0
299,12,68,7,0
20,1,55,24,1
50,29,218,10,0
34,6,406,11,1
906,14,832,30,0
120,42,462,20,0
25,14,897,22,0
10,11,252,18,1
874,25,908,4,0
951,47,436,3,0
49,16,207,25,1
22,17,403,14,1
872,35,58,5,0
19,11,29,10,1
13,7,170,30,1
844,46,751,7,0
294,18,291,13,0
394,16,683,15,0
30,10,57,19,1
89,21,148,8,0
44,6,484,19,1
239,50,577,0,0
518,14,911,28,0
40,16,386,10,1
22,15,330,30,1
629,38,983,20,0
23,6,210,12,1
11,17,406,10,1
23,11,378,18,1
723,3,63,5,0
49,17,720,18,0
917,37,514,12,0
427,37,516,3,0
57,1,152,22,0
855,0,436,30,0
43,3,153,22,1
313,30,807,6,0
859,29,848,24,0
119,42,257,29,0
19,16,344,27,1
49,13,387,22,1
830,24,268,7,0
403,25,335,26,0
132,29,284,29,0
43,17,26,29,1
12,17,217,18,1
6,19,93,28,1
793,15,781,12,0
38,11,391,16,1
18,9,257,12,1
671,39,334,8,0
45,0,377,11,1
48,12,80,26,1
11,11,468,27,1
46,17,1,10,1
30,10,32,27,1
642,10,223,6,0
63,4,935,7,0
179,23,553,22,0
20,11,373,11,1
33,8,176,28,1
317,38,345,2,0
2,13,65,25,1
37,8,328,22,1
0,15,226,29,1
536,20,667,18,0
30,19,363,16,1
24,43,538,29,0
496,9,669,17,0
2,20,137,17,1
922,47,245,11,0
193,17,197,11,0
472,2,710,5,0
669,32,713,2,0
50,15,419,14,1
349,5,689,5,0
28,3,31,13,1
461,24,568,7,0
20,3,121,24,1
288,4,464,9,0
894,20,149,24,0
22,20,457,13,1
33,18,262,14,1
187,5,727,1,0
39,2,256,19,1
156,45,718,20,0
0,1,182,30,1
264,15,505,2,0
47,34,541,22,0
954,31,920,4,0
30,19,211,27,1
433,48,337,2,0
933,30,414,24,0
671,17,30,10,0
43,8,479,24,1
317,42,573,17,0
47,14,186,23,1
312,11,520,28,0
28,3,91,27,1
44,10,360,23,1
42,4,61,12,1
26,2,125,28,1
49,10,264,11,1
239,26,935,8,0
47,11,275,12,1
9,11,178,27,1
482,12,884,26,0
569,29,390,10,0
35,3,144,11,1
5,8,141,28,1
537,11,589,1,0
44,7,105,25,1
468,13,865,17,0
324,30,32,11,0
38,13,356,17,1
29,7,322,22,1
29,3,205,14,1
1,1,192,14,1
336,5,583,17,0
26,9,400,25,1
81,11,640,18,0
33,6,462,24,1
3,11,77,20,1
518,43,727,14,0
415,14,32,10,0
7,14,318,26,1
11,8,388,18,1
19,14,204,23,1
39,17,55,25,1
612,45,86,20,0
960,44,670,15,0
6,13,323,28,1
84,28,231,10,0
143,30,649,17,0
91,22,474,29,0
555,28,644,17,0
652,26,23,24,0
525,28,485,0,0
957,50,548,1,0
35,7,209,26,1
29,38,74,20,0
487,27,599,20,0
269,42,227,0,0
711,37,643,10,0
325,21,805,9,0
46,10,95,12,1
276,33,328,14,0
50,14,307,18,1
435,19,756,3,0
23,2,307,16,1
5,5,115,15,1
41,6,495,18,1
166,7,134,6,0
10,10,449,27,1
867,5,723,27,0
316,12,880,9,0
33,11,133,25,1
937,39,237,29,0
23,5,381,30,1
144,44,235,29,0
24,0,6,12,1
16,2,26,30,1
609,22,370,25,0
46,2,98,15,1
198,5,368,7,0
425,31,774,15,0
737,0,781,15,0
10,6,266,14,1
31,0,299,25,1
965,36,672,22,0
853,8,193,0,0
210,21,752,12,0
2,14,211,25,1
46,7,415,10,1
6,15,353,27,1
26,14,151,15,1
912,14,870,24,0
39,8,162,28,1
93,6,712,16,0
15,7,238,28,1
11,9,34,11,1
15,31,608,29,0
229,5,470,17,0
927,6,946,24,0
34,9,44,10,1
47,3,413,24,1
17,7,363,21,0
18,7,233,22,1
39,5,17,30,1
660,20,594,15,0
20,2,96,29,1
14,18,279,20,1
32,5,55,26,1
10,4,488,26,1
46,20,362,10,1
20,1,178,22,1
13,1,259,23,1
792,14,529,3,0
39,7,178,10,1
47,19,236,18,1
582,16,881,24,0
971,27,237,13,0
39,5,11,18,1
826,38,133,7,0
39,3,294,11,1
24,3,357,19,1
13,2,247,12,1
44,19,31,13,1
787,7,159,11,0
361,16,52,5,0
221,22,179,3,0
30,20,226,12,1
7,9,165,28,1
458,39,866,16,0
33,12,341,16,1
406,45,694,15,0
27,20,471,16,1
8,9,419,27,1
305,45,843,5,0
601,20,628,5,0
31,13,248,26,1
9,14,299,10,1
50,23,159,17,0
57,28,317,20,0
14,19,441,12,1
11,14,255,26,1
37,17,177,29,1
11,10,134,30,1
167,37,455,10,0
11,18,371,30,1
615,36,254,1,0
226,38,285,21,0
241,14,333,9,0
43,10,424,20,1
583,29,533,6,0
43,2,372,17,1
517,26,492,18,0
926,22,111,7,0
39,7,205,20,1
974,15,214,27,0
8,18,321,30,1
16,1,203,27,1
928,34,286,26,0
943,13,456,15,0
156,23,299,18,0
11,14,271,12,1
34,10,278,18,1
887,14,97,6,0
310,5,904,24,0
448,24,300,11,0
779,14,106,13,0
851,2,309,10,0
33,4,457,10,1
23,12,398,29,1
18,14,119,13,1
4,13,328,25,1
10,16,601,16,0
439,13,232,0,0
913,27,950,16,0
14,18,242,24,1
38,2,3,24,1
524,28,933,18,0
7,1,297,13,1
12,20,25,15,1
40,8,79,16,1
27,19,480,10,1
742,32,123,11,0
718,5,582,29,0
14,12,364,23,1
22,12,110,22,1
826,38,21,11,0
30,4,43,10,1
614,27,903,5,0
364,15,783,2,0
44,5,451,10,1
74,41,368,5,0
328,44,663,4,0
18,8,359,11,1
858,48,693,4,0
1,19,334,25,1
389,11,755,9,0
25,8,149,28,1
22,18,76,14,1
8,15,189,30,1
124,30,531,26,0
8,14,218,24,1
774,25,968,9,0
27,15,39,14,1
4,9,165,12,1
590,4,467,3,0
19,16,454,10,1
16,19,365,24,1
996,4,327,7,0
403,29,190,30,0
383,42,633,14,0
387,46,45,9,0
748,31,498,15,0
7,17,124,20,1
4,19,143,1,0
130,1,279,20,0
632,20,826,22,0
40,15,182,11,1
335,19,918,30,0
574,39,827,5,0
7,7,162,21,1
15,7,430,16,1
814,5,5,19,0
642,35,589,3,0
44,38,127,0,0
46,11,326,13,1
36,6,222,17,1
23,32,61,14,0
46,1,228,11,1
950,3,74,19,0
937,40,895,26,0
573,5,824,6,0
77,7,759,20,0
5,15,200,10,1
366,50,706,25,0
50,14,218,22,1
795,13,920,2,0
786,33,63,6,0
111,16,992,15,0
606,36,23,24,0
0,11,401,11,1
544,44,224,25,0
82,42,101,5,0
817,19,263,3,0
423,41,134,22,0
3,7,57,11,1
456,21,944,3,0
50,11,221,10,1
2,17,227,29,1
202,1,438,14,0
38,10,170,28,1
911,20,178,23,0
327,19,548,18,0
893,8,578,0,0
31,4,420,12,1
28,13,223,12,1
14,12,944,21,0
40,12,284,17,1
206,5,637,15,0
929,13,927,19,0
838,20,0,5,0
329,31,504,27,0
17,2,290,13,1
854,25,691,9,0
15,7,254,13,1
338,5,133,14,0
351,5,469,9,0
822,24,123,9,0
7,4,199,28,1
37,4,226,11,1
473,41,751,3,0
216,11,419,7,0
17,2,200,24,1
952,48,335,7,0
2,2,110,19,1
46,15,286,22,1
537,31,420,18,0
39,32,171,21,0
15,13,212,19,1
596,22,921,2,0
12,13,153,16,1
179,18,630,21,0
4,6,66,23,1
17,7,298,24,1
426,21,378,22,0
16,16,447,10,1
861,38,275,28,0
544,6,117,10,0
48,15,7,11,1
49,17,72,16,1
15,1,257,19,1
43,3,91,27,1
322,20,533,22,0
35,10,918,1,0
35,17,98,10,1
41,14,79,27,1
38,18,315,27,1
481,19,736,19,0
925,39,808,19,0
488,7,476,26,0
19,11,301,24,1
559,32,435,13,0
697,39,274,3,0
439,44,932,6,0
614,31,152,9,0
85,38,584,14,0
655,8,955,17,0
37,8,113,12,1
983,45,309,1,0
31,8,30,20,1
828,28,328,7,0
998,18,58,1,0
184,14,862,18,0
103,14,712,19,0
34,2,137,26,1
304,30,137,9,0
22,5,214,20,1
38,20,193,17,1
49,1,219,16,1
800,26,169,1,0
623,19,703,29,0
459,14,781,12,0
426,36,292,4,0
405,10,169,17,0
735,12,419,4,0
0,15,211,11,1
566,11,447,25,0
121,39,717,29,0
22,17,474,21,1
148,19,240,18,0
188,16,29,21,0
31,15,151,25,1
270,10,937,25,0
27,10,115,27,1
437,36,177,29,0
855,12,369,27,0
351,9,887,8,0
41,20,334,21,1
15,14,489,12,1
16,16,421,20,1
30,3,165,29,1
27,13,488,24,1
511,18,988,5,0
42,17,401,11,1
547,10,506,11,0
93,43,826,1,0
10,14,172,16,1
865,7,759,22,0
34,7,312,14,1
666,12,234,24,0
400,36,992,1,0
552,24,649,3,0
13,20,35,21,1
19,10,288,17,1
9,7,285,28,1
810,13,534,22,0
32,10,166,14,1
447,22,148,8,0
706,22,457,21,0
97,31,428,23,0
46,4,247,27,1
29,18,240,21,1
42,2,273,19,1
143,20,359,28,0
12,13,179,25,1
26,3,470,26,1
28,1,13,11,0
24,11,101,13,1
45,16,391,11,1
406,7,123,17,0
29,4,430,18,1
332,18,408,18,0
39,0,275,22,1
41,6,221,18,1
48,6,595,23,0
859,24,931,11,0
23,10,343,23,1
673,15,949,6,0
15,6,497,25,1
14,2,129,16,1
700,3,970,23,0
47,5,440,19,1
2,1,298,15,1
572,43,283,18,0
42,7,257,14,1
466,22,880,5,0
2,7,283,16,1
30,4,179,25,1
108,17,980,13,0
328,25,566,6,0
32,7,273,21,1
394,34,844,27,0
38,2,455,12,1
596,3,932,8,0
220,34,96,18,0
420,11,273,11,0
46,4,336,29,1
48,6,58,20,1
4,20,141,25,1
374,34,769,12,0
260,10,125,21,0
558,49,938,13,0
4,6,200,30,1
515,37,3,23,0
814,17,179,30,0
519,37,945,9,0
30,0,221,30,1
996,22,775,4,0
845,41,185,22,0
35,16,469,25,1
568,13,380,6,0
12,6,414,21,1
38,41,152,9,0
821,19,232,19,0
5,20,403,27,1
580,26,265,13,0
18,10,160,23,1
216,33,301,7,0
40,10,276,28,1
33,38,800,26,0
307,26,377,28,0
20,5,337,25,1
417,47,690,20,0
176,5,177,4,0
469,48,60,23,0
32,7,195,17,1
9,11,38,21,1
39,20,304,21,1
49,15,309,16,1
127,42,919,1,0
529,2,15,18,0
2,8,123,25,1
767,29,550,23,0
14,20,105,21,1
890,33,476,25,0
357,33,971,1,0
409,20,118,5,0
19,10,232,30,1
454,23,532,6,0
7,30,160,7,0
123,4,72,11,0
7,3,83,28,1
45,16,777,16,0
37,15,489,12,1
638,29,68,22,0
27,2,668,8,0
17,9,432,26,1
220,23,482,12,0
12,9,267,16,1
693,11,358,1,0
960,30,340,3,0
801,32,843,14,0
902,10,98,18,0
222,26,504,30,0
48,16,63,26,1
42,8,431,10,1
464,15,687,27,0
327,22,743,4,0
18,20,73,29,1
23,0,39,27,1
320,50,577,21,0
11,13,239,12,1
220,13,366,8,0
116,38,104,29,0
466,26,988,23,0
804,50,916,23,0
23,9,96,19,1
613,32,831,16,0
1,7,266,11,1
2,11,464,15,1
357,30,606,1,0
863,34,883,1,0
892,11,958,5,0
41,6,210,16,1
6,16,5,27,1
15,19,350,13,1
22,18,196,22,1
140,26,239,14,0
4,12,205,15,1
30,4,89,25,1
444,16,459,14,0
7,19,21,21,1
175,17,0,9,0
585,29,937,9,0
325,27,338,6,0
204,17,417,14,0
3,5,362,23,1
1,7,383,13,1
374,22,859,25,0
768,31,371,20,0
43,2,13,20,1
39,18,455,29,1
2,2,414,14,1
861,1,54,6,0
47,7,140,30,1
975,36,948,15,0
477,41,827,26,0
45,3,154,18,1
360,10,343,13,0
172,50,441,30,0
304,17,436,4,0
8,44,339,24,0
612,0,328,3,0
6,5,356,30,1
10,8,55,16,1
32,6,389,19,1
726,23,19,5,0
317,29,320,26,0
29,0,161,15,1
305,17,537,4,0
11,3,57,12,1
673,32,935,20,0
9,12,64,23,1
438,9,649,15,0
36,5,475,19,1
914,31,783,25,0
25,18,430,29,1
448,5,782,19,0
300,41,265,28,0
35,6,100,19,1
2,18,83,18,1
21,5,198,18,1
50,15,21,12,1
29,18,211,5,0
835,4,327,27,0
23,15,236,29,1
986,3,168,24,0
20,18,182,26,1
25,4,493,14,1
525,3,24,22,0
940,20,96,0,0
3,20,395,30,1
832,36,156,26,0
10,9,262,11,1
42,16,212,19,1
817,38,418,24,0
28,10,323,11,1
5,8,15,10,1
1,17,230,26,1
11,5,486,12,1
476,49,150,22,0
612,17,576,26,0
10,8,359,14,1
3,9,389,17,1
352,37,106,3,0
374,0,830,24,0
50,18,485,29,1
25,3,479,21,1
32,2,336,28,1
35,7,345,14,1
369,17,171,0,0
181,27,870,19,0
34,0,499,10,1
0,3,88,30,1
0,8,188,17,0
315,38,99,24,0
16,8,195,12,1
8,18,382,25,1
330,0,986,24,0
17,16,10,25,1
701,15,791,14,0
433,40,643,22,0
43,5,182,11,1
31,6,14,24,1
25,11,412,24,1
1,12,225,19,1
427,4,619,17,0
314,20,922,8,0
803,46,122,29,0
3,14,112,22,1
799,17,93,27,0
47,20,128,25,1
5,8,400,15,1
968,15,959,17,0
714,32,530,30,0
50,5,293,11,1
39,5,499,16,1
30,16,8,20,1
43,18,352,14,1
27,18,45,15,1
897,45,591,29,0
1,5,416,21,1
201,37,634,9,0
914,38,457,26,0
967,44,245,15,0
17,16,356,21,1
137,6,267,8,0
746,3,625,14,0
900,24,471,17,0
652,5,743,26,0
40,6,179,16,1
544,28,856,2,0
74,42,227,22,0
48,19,445,22,1
25,3,216,10,1
28,17,179,23,1
927,2,117,4,0
39,4,410,18,1
39,11,145,22,1
45,18,226,19,1
8,10,360,24,1
792,30,458,12,0
10,20,268,10,1
0,15,456,27,1
112,44,979,6,0
871,13,847,27,0
45,0,280,22,1
47,2,359,18,1
749,39,532,8,0
20,18,189,23,1
290,39,340,13,0
564,2,224,6,0
481,11,1,28,0
719,5,764,13,0
148,37,756,21,0
698,7,589,2,0
27,7,227,13,1
806,3,23,11,0
3,19,59,25,1
30,13,103,17,1
186,37,629,25,0
36,3,379,11,1
43,16,27,18,1
6,11,282,10,1
970,12,89,18,0
964,39,768,23,0
4,3,278,28,1
26,11,264,29,1
29,11,356,21,1
7,10,210,21,1
387,20,502,0,0
50,13,112,21,1
131,16,896,7,0
452,43,324,15,0
852,7,149,5,0
27,2,192,24,1
30,4,73,22,1
785,44,972,12,0
630,47,120,23,0
870,5,207,12,0
292,47,338,25,0
924,37,92,23,0
17,0,8,11,1
11,8,440,24,1
37,2,392,24,1
687,33,506,2,0
11,3,344,11,1
584,40,298,15,0
72,22,548,0,0
168,20,813,19,0
394,2,984,25,0
10,6,729,28,0
699,49,668,5,0
491,3,987,0,0
164,31,988,3,0
111,42,639,1,0
671,27,934,15,0
43,11,355,30,1
901,23,341,13,0
414,10,146,4,0
725,11,501,13,0
31,6,18,26,1
596,7,959,25,0
447,37,741,6,0
931,47,36,29,0
664,14,248,27,0
549,17,640,0,0
404,1,527,1,0
470,30,710,0,0
45,2,363,14,1
24,17,375,29,1
547,10,384,3,0
918,23,181,14,0
65,38,676,19,0
509,31,452,6,0
36,18,41,26,1
13,14,459,29,1
46,13,108,13,1
750,4,682,20,0
25,8,405,13,1
2,18,441,19,1
23,16,204,25,1
23,9,176,29,1
20,16,114,13,1
635,5,527,6,0
893,30,400,22,0
28,18,64,30,1
12,0,54,18,1
50,13,360,11,1
483,4,758,28,0
514,34,724,24,0
31,22,484,16,0
15,5,80,10,1
646,48,228,25,0
50,7,64,22,1
913,7,254,18,0
438,22,578,1,0
9,20,107,10,1
376,26,738,20,0
50,9,295,20,1
8,0,236,17,1
7,13,191,25,1
254,42,564,3,0
683,45,68,28,0
6,10,469,25,1
833,10,267,23,0
886,24,981,18,0
22,2,63,28,1
207,23,765,30,0
13,13,291,30,1
369,25,992,13,0
266,39,554,10,0
980,24,103,4,0
26,20,449,15,1
744,25,973,25,0
113,15,723,24,0
22,19,24,17,1
16,17,404,11,1
44,3,190,12,1
786,47,50,1,0
983,15,106,2,0
666,17,974,13,0
540,37,343,29,0
2,17,201,13,1
0,16,100,21,1
757,45,2,7,0
504,37,308,29,0
48,20,21,13,1
390,3,188,18,0
266,11,831,14,0
98,33,840,13,0
746,34,915,22,0
38,20,330,15,1
452,30,25,6,0
49,3,418,27,1
575,8,227,3,0
593,33,845,23,0
781,34,108,10,0
156,2,516,19,0
49,1,485,27,1
36,20,251,0,0
41,7,413,16,1
29,8,113,20,1
26,13,190,18,1
9,5,50,26,1
16,20,452,19,1
12,10,368,12,1
48,8,161,17,1
27,17,89,26,1
32,6,132,22,1
18,5,487,15,1
447,16,266,13,0
710,44,553,11,0
22,8,408,29,1
41,7,414,20,1
654,26,353,20,0
805,32,334,8,0
40,18,500,25,1
29,13,444,10,1
8,11,320,29,1
859,32,763,23,0
444,2,872,11,0
580,36,82,26,0
699,28,359,22,0
49,17,143,19,1
41,7,92,24,1
164,19,779,17,0
38,1,296,10,1
19,3,120,17,1
41,2,177,15,1
41,5,411,24,1
9,19,155,28,1
770,25,158,23,0
0,5,245,24,1
89,14,747,18,0
80,42,60,13,0
36,10,21,14,1
35,19,406,23,1
963,46,440,16,0
47,13,114,29,1
20,6,425,16,1
37,19,366,14,1
5,3,46,17,1
9,37,199,6,0
34,19,397,27,1
697,17,721,16,0
29,7,271,23,1
39,7,435,18,1
994,18,985,4,0
25,3,391,24,1
39,6,498,29,1
781,12,154,5,0
835,3,927,11,0
499,28,716,5,0
23,20,180,15,1
29,8,449,26,1
38,0,300,21,1
12,0,153,12,1
38,14,186,15,1
314,16,15,1,0
18,15,80,18,1
56,49,534,20,0
38,14,88,16,1
23,6,481,23,1
34,7,343,25,1
23,14,142,20,1
481,37,147,0,0
715,46,920,28,0
29,11,658,17,0
18,20,470,18,1
496,9,502,27,0
38,5,473,16,1
129,8,708,16,0
16,2,319,22,1
589,19,262,2,0
2,20,450,13,1
336,21,993,2,0
32,0,339,12,1
30,12,455,23,1
450,38,842,9,0
21,0,72,12,1
46,19,237,16,1
757,25,275,2,0
643,45,45,0,0
368,32,946,17,0
956,30,287,12,0
30,7,22,12,1
31,2,192,21,1
818,27,905,16,0
18,11,363,25,1
2,2,87,14,1
5,10,439,12,1
953,3,383,20,0
268,38,453,21,0
45,8,440,26,1
46,8,124,30,1
29,7,425,17,1
38,16,85,25,1
44,20,497,18,1
37,5,416,11,1
8,19,368,26,1
45,5,65,27,1
189,6,515,7,0
986,36,420,17,0
626,45,762,20,0
19,13,91,24,1
35,20,28,14,1
886,13,316,5,0
41,15,33,11,1
34,18,72,10,1
43,16,248,18,1
3,1,618,23,0
43,17,10,19,1
119,47,781,29,0
10,15,74,14,1
969,8,376,29,0
21,17,16,26,1
21,10,193,19,1
5,9,20,15,1
36,13,299,12,1
354,13,622,6,0
299,26,118,25,0
729,30,442,30,0
465,8,34,28,0
9,11,30,29,1
163,6,660,23,0
168,14,404,26,0
593,7,508,10,0
743,1,574,16,0
291,47,435,8,0
760,9,52,9,0
478,42,934,25,0
33,16,460,10,1
752,36,213,18,0
146,45,184,16,0
29,3,110,10,1
393,50,713,1,0
218,9,986,20,0
39,11,181,28,1
43,1,352,21,1
31,16,228,12,1
367,10,518,9,0
41,5,22,20,1
127,11,938,6,0
16,8,415,29,1
16,8,378,18,1
50,12,433,20,1
222,8,852,9,0
179,16,590,28,0
9,2,35,22,1
154,18,338,2,0
674,8,600,14,0
26,5,331,20,1
46,15,395,28,1
232,47,862,30,0
0,42,44,3,0
860,32,152,20,0
160,25,87,23,0
75,10,302,3,0
585,8,454,16,0
19,20,379,14,0
938,25,603,21,0
10,11,149,27,1
24,18,450,30,1
257,25,345,10,0
164,3,678,21,0
798,23,765,21,0
895,1,427,15,0
711,29,812,7,0
18,19,44,12,1
241,42,716,22,0
496,22,370,17,0
12,9,131,19,1
34,15,395,10,1
8,20,232,16,1
584,40,429,17,0
423,29,671,22,0
508,17,304,13,0
888,39,301,30,0
228,32,347,13,0
499,50,921,4,0
965,13,119,20,0
244,19,438,25,0
21,0,81,28,1
616,35,455,15,0
826,19,172,25,0
547,27,682,15,0
489,26,594,23,0
596,34,427,6,0
137,14,695,24,0
542,2,551,16,0
836,37,246,25,0
44,12,476,19,1
463,2,626,4,0
96,39,139,0,0
1,3,353,12,1
2,6,312,10,1
23,7,407,19,1
30,14,196,10,1
2,5,314,21,1
920,40,622,17,0
35,8,379,21,1
14,9,229,26,1
27,19,139,25,1
952,16,71,14,0
25,16,844,12,0
20,4,321,22,1
19,13,118,22,1
927,15,627,2,0
35,2,290,27,1
17,1,218,11,1
41,5,1,20,1
241,19,9,28,0
625,20,941,1,0
5,12,3,14,1
239,4,983,19,0
33,6,17,30,1
132,34,262,21,0
19,4,226,25,1
12,16,88,13,1
37,4,476,16,1
45,6,294,19,1
195,0,659,11,0
48,13,124,21,1
11,12,425,13,1
17,13,172,14,1
741,38,541,27,0
267,12,298,7,0
42,1,172,27,1
48,20,290,26,1
37,2,8,17,1
595,36,388,15,0
46,16,200,12,1
0,2,276,13,1
9,14,123,18,1
4,1,4,22,1
40,17,357,25,1
10,7,136,15,1
37,18,494,21,1
468,16,412,21,0
792,3,973,13,0
168,10,928,21,0
42,10,423,21,1
845,34,997,18,0
29,20,266,23,1
786,31,685,22,0
46,18,419,27,1
324,8,169,14,0
99,43,161,14,0
6,2,355,24,1
91,35,933,8,0
139,44,62,4,0
591,24,469,0,0
164,41,938,16,0
25,4,149,23,1
247,49,715,0,0
8,17,375,15,1
39,9,120,30,1
8,7,168,29,1
25,2,252,15,1
600,44,176,14,0
434,39,517,1,0
10,12,211,29,1
366,6,797,11,0
651,30,325,18,0
591,16,168,21,0
45,10,99,16,1
506,27,686,10,0
288,10,270,15,0
766,49,860,11,0
941,33,264,12,0
542,42,306,23,0
408,48,796,13,0
976,5,309,17,0
87,22,984,1,0
22,7,489,16,1
639,26,279,5,0
45,9,213,24,1
14,3,374,23,1
238,8,497,14,0
8,18,372,10,1
29,7,88,11,1
0,6,365,13,1
478,18,486,3,0
301,50,54,9,0
494,28,271,12,0
48,0,188,29,1
12,14,234,15,1
7,20,81,12,1
49,4,113,25,1
387,47,106,5,0
815,25,75,2,0
50,12,426,30,1
234,50,634,27,0
21,5,196,29,1
25,3,160,11,1
105,2,83,12,0
33,20,320,26,1
24,0,300,25,1
310,32,35,3,0
185,29,393,9,0
21,7,101,29,1
262,18,382,20,0
357,11,859,11,0
17,1,136,10,1
340,2,606,6,0
3,7,261,18,1
38,13,383,29,1
452,36,824,11,0
12,5,47,10,1
398,5,302,22,0
9,10,99,24,1
11,14,143,21,1
5,5,238,18,1
795,46,221,11,0
41,9,14,18,1
29,14,9,16,1
744,46,42,0,0
50,8,112,19,1
47,14,287,22,1
5,19,472,30,1
0,7,816,4,0
25,32,7,15,0
33,19,184,10,1
12,13,393,26,1
627,15,965,7,0
18,0,384,24,1
881,7,849,22,0
20,12,445,14,1
48,17,153,22,1
332,33,792,29,0
114,43,430,25,0
49,4,334,15,1
546,42,452,20,0
17,33,174,18,0
775,14,515,15,0
238,24,847,21,0
23,16,207,11,1
260,13,658,12,0
11,16,3,23,1
37,14,183,19,1
33,20,188,21,1
557,16,644,13,0
441,9,64,30,0
927,5,72,9,0
43,17,327,23,1
26,1,241,24,1
17,17,497,27,1
29,14,28,25,1
170,6,528,20,0
786,9,979,12,0
39,11,33,20,1
20,20,455,12,1
706,18,828,4,0
46,10,197,29,1
142,39,647,30,0
44,16,307,14,1
900,45,911,9,0
201,33,993,18,0
5,4,372,28,1
94,9,34,24,0
1,6,95,17,1
7,5,387,17,1
827,23,492,17,0
13,19,419,11,1
6,20,491,12,1
26,4,237,22,1
33,14,168,29,1
49,12,377,27,1
675,34,57,11,0
26,0,469,22,1
7,9,477,22,1
204,32,349,5,0
7,2,332,29,1
78,25,173,2,0
5,20,253,17,1
704,5,345,17,0
414,41,765,24,0
274,11,774,14,0
646,30,694,9,0
36,7,118,11,1
45,0,74,22,1
419,13,712,20,0
25,15,313,20,1
320,17,70,29,0
871,41,705,5,0
692,39,803,19,0
26,2,317,17,1
444,10,924,29,0
3,2,72,14,1
17,11,104,17,1
22,8,137,30,1
15,17,392,29,1
841,34,184,13,0
44,6,314,14,1
26,8,329,11,1
4,16,922,26,0
44,17,100,29,1
580,9,655,11,0
16,11,182,18,1
7,5,238,16,1
570,30,510,21,0
48,4,256,26,1
28,9,231,15,1
86,43,862,21,0
480,44,660,25,0
193,31,524,29,0
345,40,538,21,0
47,13,433,24,1
791,10,597,23,0
19,11,421,11,1
313,49,816,11,0
7,13,117,11,1
836,46,120,20,0
27,13,246,12,1
26,50,519,0,0
37,9,257,16,1
682,39,194,0,0
62,50,139,15,0
280,20,285,0,0
861,21,507,24,0
135,36,294,16,0
6,16,311,29,1
12,13,555,9,0
40,0,471,17,1
29,19,456,20,1
18,13,416,17,1
